Date,mean_NDTI
2020-08-21,-0.10705
2020-08-22,-0.109
2020-08-23,-0.11095
2020-08-24,-0.1129
2020-08-25,-0.11485
2020-08-26,-0.1168
2020-08-27,-0.11875
2020-08-28,-0.1207
2020-08-29,-0.12265
2020-08-30,-0.1246
2020-08-31,-0.12655
2020-09-01,-0.1285
2020-09-02,-0.13045
2020-09-03,-0.1324
2020-09-04,-0.13435
2020-09-05,-0.1363
2020-09-06,-0.13825
2020-09-07,-0.1402
2020-09-08,-0.14215
2020-09-09,-0.1441
2020-09-10,-0.14605
2020-09-11,-0.148
2020-09-12,-0.1412
2020-09-13,-0.1344
2020-09-14,-0.1276
2020-09-15,-0.1208
2020-09-16,-0.114
2020-09-17,-0.1126
2020-09-18,-0.1112
2020-09-19,-0.1098
2020-09-20,-0.1084
2020-09-21,-0.107
2020-09-22,-0.0942
2020-09-23,-0.0814
2020-09-24,-0.0686
2020-09-25,-0.0558
2020-09-26,-0.043
2020-09-27,-0.044
2020-09-28,-0.045
2020-09-29,-0.046
2020-09-30,-0.047
2020-10-01,-0.048
2020-10-02,-0.0522
2020-10-03,-0.0564
2020-10-04,-0.0606
2020-10-05,-0.0648
2020-10-06,-0.069
2020-10-07,-0.0672
2020-10-08,-0.0654
2020-10-09,-0.0636
2020-10-10,-0.0618
2020-10-11,-0.06
2020-10-12,-0.0634
2020-10-13,-0.0668
2020-10-14,-0.0702
2020-10-15,-0.0736
2020-10-16,-0.077
2020-10-17,-0.051
2020-10-18,-0.025
2020-10-19,0.001
2020-10-20,0.027
2020-10-21,0.053
2020-10-22,0.0284
2020-10-23,0.0038
2020-10-24,-0.0208
2020-10-25,-0.0454
2020-10-26,-0.07
2020-10-27,-0.0678
2020-10-28,-0.0656
2020-10-29,-0.0634
2020-10-30,-0.0612
2020-10-31,-0.059
2020-11-01,-0.0662
2020-11-02,-0.0734
2020-11-03,-0.0806
2020-11-04,-0.0878
2020-11-05,-0.095
2020-11-06,-0.082
2020-11-07,-0.069
2020-11-08,-0.056
2020-11-09,-0.043
2020-11-10,-0.03
2020-11-11,-0.0392
2020-11-12,-0.0484
2020-11-13,-0.0576
2020-11-14,-0.0668
2020-11-15,-0.076
2020-11-16,-0.0744
2020-11-17,-0.0728
2020-11-18,-0.0712
2020-11-19,-0.0696
2020-11-20,-0.068
2020-11-21,-0.0679
2020-11-22,-0.0678
2020-11-23,-0.0677
2020-11-24,-0.0676
2020-11-25,-0.0675
2020-11-26,-0.0674
2020-11-27,-0.0673
2020-11-28,-0.0672
2020-11-29,-0.0671
2020-11-30,-0.067
2020-12-01,-0.0652
2020-12-02,-0.0634
2020-12-03,-0.0616
2020-12-04,-0.0598
2020-12-05,-0.058
2020-12-06,-0.0558
2020-12-07,-0.0536
2020-12-08,-0.0514
2020-12-09,-0.0492
2020-12-10,-0.047
2020-12-11,-0.0488
2020-12-12,-0.0506
2020-12-13,-0.0524
2020-12-14,-0.0542
2020-12-15,-0.056
2020-12-16,-0.0534
2020-12-17,-0.0508
2020-12-18,-0.0482
2020-12-19,-0.0456
2020-12-20,-0.043
2020-12-21,-0.045
2020-12-22,-0.047
2020-12-23,-0.049
2020-12-24,-0.051
2020-12-25,-0.053
2020-12-26,-0.05324
2020-12-27,-0.05348
2020-12-28,-0.05372
2020-12-29,-0.05396
2020-12-30,-0.0542
2020-12-31,-0.05444
2021-01-01,-0.05468
2021-01-02,-0.05492
2021-01-03,-0.05516
2021-01-04,-0.0554
2021-01-05,-0.05564
2021-01-06,-0.05588
2021-01-07,-0.05612
2021-01-08,-0.05636
2021-01-09,-0.0566
2021-01-10,-0.05684
2021-01-11,-0.05708
2021-01-12,-0.05732
2021-01-13,-0.05756
2021-01-14,-0.0578
2021-01-15,-0.05804
2021-01-16,-0.05828
2021-01-17,-0.05852
2021-01-18,-0.05876
2021-01-19,-0.059
2021-01-20,-0.05725
2021-01-21,-0.0555
2021-01-22,-0.05375
2021-01-23,-0.052
2021-01-24,-0.05025
2021-01-25,-0.0485
2021-01-26,-0.04675
2021-01-27,-0.045
2021-01-28,-0.04325
2021-01-29,-0.0415
2021-01-30,-0.03975
2021-01-31,-0.038
2021-02-01,-0.03625
2021-02-02,-0.0345
2021-02-03,-0.03275
2021-02-04,-0.031
2021-02-05,-0.02925
2021-02-06,-0.0275
2021-02-07,-0.02575
2021-02-08,-0.024
2021-02-09,-0.0252
2021-02-10,-0.0264
2021-02-11,-0.0276
2021-02-12,-0.0288
2021-02-13,-0.03
2021-02-14,-0.0312
2021-02-15,-0.0324
2021-02-16,-0.0336
2021-02-17,-0.0348
2021-02-18,-0.036
2021-02-19,-0.037
2021-02-20,-0.038
2021-02-21,-0.039
2021-02-22,-0.04
2021-02-23,-0.041
2021-02-24,-0.0246
2021-02-25,-0.0082
2021-02-26,0.0082
2021-02-27,0.0246
2021-02-28,0.041
2021-03-01,0.0256
2021-03-02,0.0102
2021-03-03,-0.0052
2021-03-04,-0.0206
2021-03-05,-0.036
2021-03-06,-0.0271
2021-03-07,-0.0182
2021-03-08,-0.0093
2021-03-09,-0.0004
2021-03-10,0.0085
2021-03-11,0.0184
2021-03-12,0.0283
2021-03-13,0.0382
2021-03-14,0.0481
2021-03-15,0.058
2021-03-16,0.046
2021-03-17,0.034
2021-03-18,0.022
2021-03-19,0.01
2021-03-20,-0.002
2021-03-21,-0.0023
2021-03-22,-0.0026
2021-03-23,-0.0029
2021-03-24,-0.0032
2021-03-25,-0.0035
2021-03-26,-0.0038
2021-03-27,-0.0041
2021-03-28,-0.0044
2021-03-29,-0.0047
2021-03-30,-0.005
2021-03-31,-0.0164
2021-04-01,-0.0278
2021-04-02,-0.0392
2021-04-03,-0.0506
2021-04-04,-0.062
2021-04-05,-0.0528
2021-04-06,-0.0436
2021-04-07,-0.0344
2021-04-08,-0.0252
2021-04-09,-0.016
2021-04-10,0.0166
2021-04-11,0.0492
2021-04-12,0.0818
2021-04-13,0.1144
2021-04-14,0.147
2021-04-15,0.111
2021-04-16,0.075
2021-04-17,0.039
2021-04-18,0.003
2021-04-19,-0.033
2021-04-20,-0.0372
2021-04-21,-0.0414
2021-04-22,-0.0456
2021-04-23,-0.0498
2021-04-24,-0.054
2021-04-25,-0.0444
2021-04-26,-0.0348
2021-04-27,-0.0252
2021-04-28,-0.0156
2021-04-29,-0.006
2021-04-30,-0.0114
2021-05-01,-0.0168
2021-05-02,-0.0222
2021-05-03,-0.0276
2021-05-04,-0.033
2021-05-05,-0.0384
2021-05-06,-0.0438
2021-05-07,-0.0492
2021-05-08,-0.0546
2021-05-09,-0.06
2021-05-10,-0.0582
2021-05-11,-0.0564
2021-05-12,-0.0546
2021-05-13,-0.0528
2021-05-14,-0.051
2021-05-15,-0.0514
2021-05-16,-0.0518
2021-05-17,-0.0522
2021-05-18,-0.0526
2021-05-19,-0.053
2021-05-20,-0.0534
2021-05-21,-0.0538
2021-05-22,-0.0542
2021-05-23,-0.0546
2021-05-24,-0.055
2021-05-25,-0.0414
2021-05-26,-0.0278
2021-05-27,-0.0142
2021-05-28,-0.0006
2021-05-29,0.013
2021-05-30,-0.0086
2021-05-31,-0.0302
2021-06-01,-0.0518
2021-06-02,-0.0734
2021-06-03,-0.095
2021-06-04,-0.0834
2021-06-05,-0.0718
2021-06-06,-0.0602
2021-06-07,-0.0486
2021-06-08,-0.037
2021-06-09,-0.03853
2021-06-10,-0.04007
2021-06-11,-0.0416
2021-06-12,-0.04313
2021-06-13,-0.04467
2021-06-14,-0.0462
2021-06-15,-0.04773
2021-06-16,-0.04927
2021-06-17,-0.0508
2021-06-18,-0.05233
2021-06-19,-0.05387
2021-06-20,-0.0554
2021-06-21,-0.05693
2021-06-22,-0.05847
2021-06-23,-0.06
2021-06-24,-0.067
2021-06-25,-0.074
2021-06-26,-0.081
2021-06-27,-0.088
2021-06-28,-0.095
2021-06-29,-0.09307
2021-06-30,-0.09113
2021-07-01,-0.0892
2021-07-02,-0.08727
2021-07-03,-0.08533
2021-07-04,-0.0834
2021-07-05,-0.08147
2021-07-06,-0.07953
2021-07-07,-0.0776
2021-07-08,-0.07567
2021-07-09,-0.07373
2021-07-10,-0.0718
2021-07-11,-0.06987
2021-07-12,-0.06793
2021-07-13,-0.066
2021-07-14,-0.06407
2021-07-15,-0.06213
2021-07-16,-0.0602
2021-07-17,-0.05827
2021-07-18,-0.05633
2021-07-19,-0.0544
2021-07-20,-0.05247
2021-07-21,-0.05053
2021-07-22,-0.0486
2021-07-23,-0.04667
2021-07-24,-0.04473
2021-07-25,-0.0428
2021-07-26,-0.04087
2021-07-27,-0.03893
2021-07-28,-0.037
2021-07-29,-0.03507
2021-07-30,-0.03313
2021-07-31,-0.0312
2021-08-01,-0.02927
2021-08-02,-0.02733
2021-08-03,-0.0254
2021-08-04,-0.02347
2021-08-05,-0.02153
2021-08-06,-0.0196
2021-08-07,-0.01767
2021-08-08,-0.01573
2021-08-09,-0.0138
2021-08-10,-0.01187
2021-08-11,-0.00993
2021-08-12,-0.008
2021-08-13,-0.0254
2021-08-14,-0.0428
2021-08-15,-0.0602
2021-08-16,-0.0776
2021-08-17,-0.095
2021-08-18,-0.0948
2021-08-19,-0.0946
2021-08-20,-0.0944
2021-08-21,-0.0942
2021-08-22,-0.094
2021-08-23,-0.0938
2021-08-24,-0.0936
2021-08-25,-0.0934
2021-08-26,-0.0932
2021-08-27,-0.093
2021-08-28,-0.0928
2021-08-29,-0.0926
2021-08-30,-0.0924
2021-08-31,-0.0922
2021-09-01,-0.092
2021-09-02,-0.0918
2021-09-03,-0.0916
2021-09-04,-0.0914
2021-09-05,-0.0912
2021-09-06,-0.091
2021-09-07,-0.0908
2021-09-08,-0.0906
2021-09-09,-0.0904
2021-09-10,-0.0902
2021-09-11,-0.09
2021-09-12,-0.0898
2021-09-13,-0.0896
2021-09-14,-0.0894
2021-09-15,-0.0892
2021-09-16,-0.089
2021-09-17,-0.0888
2021-09-18,-0.0886
2021-09-19,-0.0884
2021-09-20,-0.0882
2021-09-21,-0.088
2021-09-22,-0.0878
2021-09-23,-0.0876
2021-09-24,-0.0874
2021-09-25,-0.0872
2021-09-26,-0.087
2021-09-27,-0.0868
2021-09-28,-0.0866
2021-09-29,-0.0864
2021-09-30,-0.0862
2021-10-01,-0.086
2021-10-02,-0.0858
2021-10-03,-0.0856
2021-10-04,-0.0854
2021-10-05,-0.0852
2021-10-06,-0.085
2021-10-07,-0.106
2021-10-08,-0.127
2021-10-09,-0.148
2021-10-10,-0.169
2021-10-11,-0.19
2021-10-12,-0.1712
2021-10-13,-0.1524
2021-10-14,-0.1336
2021-10-15,-0.1148
2021-10-16,-0.096
2021-10-17,-0.0886
2021-10-18,-0.0812
2021-10-19,-0.0738
2021-10-20,-0.0664
2021-10-21,-0.059
2021-10-22,-0.056
2021-10-23,-0.053
2021-10-24,-0.05
2021-10-25,-0.047
2021-10-26,-0.044
2021-10-27,-0.0374
2021-10-28,-0.0308
2021-10-29,-0.0242
2021-10-30,-0.0176
2021-10-31,-0.011
2021-11-01,-0.018
2021-11-02,-0.025
2021-11-03,-0.032
2021-11-04,-0.039
2021-11-05,-0.046
2021-11-06,-0.053
2021-11-07,-0.06
2021-11-08,-0.067
2021-11-09,-0.074
2021-11-10,-0.081
2021-11-11,-0.0772
2021-11-12,-0.0734
2021-11-13,-0.0696
2021-11-14,-0.0658
2021-11-15,-0.062
2021-11-16,-0.0154
2021-11-17,0.0312
2021-11-18,0.0778
2021-11-19,0.1244
2021-11-20,0.171
2021-11-21,0.2176
2021-11-22,0.2642
2021-11-23,0.3108
2021-11-24,0.3574
2021-11-25,0.404
2021-11-26,0.37507
2021-11-27,0.34613
2021-11-28,0.3172
2021-11-29,0.28827
2021-11-30,0.25933
2021-12-01,0.2304
2021-12-02,0.20147
2021-12-03,0.17253
2021-12-04,0.1436
2021-12-05,0.11467
2021-12-06,0.08573
2021-12-07,0.0568
2021-12-08,0.02787
2021-12-09,-0.00107
2021-12-10,-0.03
2021-12-11,-0.0318
2021-12-12,-0.0336
2021-12-13,-0.0354
2021-12-14,-0.0372
2021-12-15,-0.039
2021-12-16,-0.0332
2021-12-17,-0.0274
2021-12-18,-0.0216
2021-12-19,-0.0158
2021-12-20,-0.01
2021-12-21,-0.016
2021-12-22,-0.022
2021-12-23,-0.028
2021-12-24,-0.034
2021-12-25,-0.04
2021-12-26,-0.03977
2021-12-27,-0.03954
2021-12-28,-0.03931
2021-12-29,-0.03909
2021-12-30,-0.03886
2021-12-31,-0.03863
2022-01-01,-0.0384
2022-01-02,-0.03817
2022-01-03,-0.03794
2022-01-04,-0.03771
2022-01-05,-0.03749
2022-01-06,-0.03726
2022-01-07,-0.03703
2022-01-08,-0.0368
2022-01-09,-0.03657
2022-01-10,-0.03634
2022-01-11,-0.03611
2022-01-12,-0.03589
2022-01-13,-0.03566
2022-01-14,-0.03543
2022-01-15,-0.0352
2022-01-16,-0.03497
2022-01-17,-0.03474
2022-01-18,-0.03451
2022-01-19,-0.03429
2022-01-20,-0.03406
2022-01-21,-0.03383
2022-01-22,-0.0336
2022-01-23,-0.03337
2022-01-24,-0.03314
2022-01-25,-0.03291
2022-01-26,-0.03269
2022-01-27,-0.03246
2022-01-28,-0.03223
2022-01-29,-0.032
2022-01-30,-0.0294
2022-01-31,-0.0268
2022-02-01,-0.0242
2022-02-02,-0.0216
2022-02-03,-0.019
2022-02-04,-0.0164
2022-02-05,-0.0138
2022-02-06,-0.0112
2022-02-07,-0.0086
2022-02-08,-0.006
2022-02-09,-0.012
2022-02-10,-0.018
2022-02-11,-0.024
2022-02-12,-0.03
2022-02-13,-0.036
2022-02-14,-0.0392
2022-02-15,-0.0424
2022-02-16,-0.0456
2022-02-17,-0.0488
2022-02-18,-0.052
2022-02-19,-0.0539
2022-02-20,-0.0558
2022-02-21,-0.0577
2022-02-22,-0.0596
2022-02-23,-0.0615
2022-02-24,-0.0634
2022-02-25,-0.0653
2022-02-26,-0.0672
2022-02-27,-0.0691
2022-02-28,-0.071
2022-03-01,-0.0674
2022-03-02,-0.0638
2022-03-03,-0.0602
2022-03-04,-0.0566
