Name,Date,Longitude,Latitude,NDCI,Chl-a Concentration (μg/L)
Point_1,2025-04-03,77.28124632830220,28.585997763127000,0.009451795841209840,3.573700850421480000
Point_1,2025-04-08,77.28124632830220,28.585997763127000,-0.0018214936247723000,3.0928229898408400000
Point_1,2025-04-13,77.28124632830220,28.585997763127000,0.05749128919860630,6.50130039242811000
Point_1,2025-04-18,77.28124632830220,28.585997763127000,0.10178571428571400,10.71246070069980000
Point_1,2025-04-20,77.28124632830220,28.585997763127000,0.2869822485207100,51.0151052691255000
Point_1,2025-04-23,77.28124632830220,28.585997763127000,0.15659340659340700,18.40418425136170000
Point_1,2025-04-28,77.28124632830220,28.585997763127000,0.07394766780432310,7.87900528068262000
Point_1,2025-05-10,77.28124632830220,28.585997763127000,0.054353562005277100,6.261961532878490000
Point_1,2025-05-13,77.28124632830220,28.585997763127000,0.060921248142644900,6.771310790154740000
Point_1,2025-05-18,77.28124632830220,28.585997763127000,0.06299911268855370,6.93919906241957000
Point_1,2025-05-23,77.28124632830220,28.585997763127000,0.04827586206896550,5.81878569013900000
Point_1,2025-06-02,77.28124632830220,28.585997763127000,0.06164757228587020,6.82962401710396000
Point_1,2025-06-07,77.28124632830220,28.585997763127000,0.022568093385214000,4.225198506068360000
Point_1,2025-06-12,77.28124632830220,28.585997763127000,0.058823529411764700,6.605128801139830000
,,,,,
Point_2,2025-04-03,77.26503261550740,28.597367457612800,0.028112449799196800,4.532181066479760000
Point_2,2025-04-08,77.26503261550740,28.597367457612800,0.04761904761904760,5.77247850124177000
Point_2,2025-04-13,77.26503261550740,28.597367457612800,0.08202764976958520,8.63398550991796000
Point_2,2025-04-18,77.26503261550740,28.597367457612800,0.10849909584086800,11.49738048957000000
Point_2,2025-04-20,77.26503261550740,28.597367457612800,0.19907407407407400,26.60029732302900000
Point_2,2025-04-23,77.26503261550740,28.597367457612800,0.09150326797385630,9.58861991999615000
Point_2,2025-04-28,77.26503261550740,28.597367457612800,0.06954436450839330,7.48973496767067000
Point_2,2025-05-10,77.26503261550740,28.597367457612800,0.05990783410138250,6.69061449632635000
Point_2,2025-05-13,77.26503261550740,28.597367457612800,0.07110438729198180,7.62588739939384000
Point_2,2025-05-18,77.26503261550740,28.597367457612800,0.06250000000000000,6.89857199707031000
Point_2,2025-05-23,77.26503261550740,28.597367457612800,0.07368421052631580,7.85528011033678000
Point_2,2025-06-02,77.26503261550740,28.597367457612800,0.07178082191780820,7.68552221100436000
Point_2,2025-06-07,77.26503261550740,28.597367457612800,0.07306273062730620,7.79953407608348000
Point_2,2025-06-12,77.26503261550740,28.597367457612800,0.06593951412989590,7.18241798718046000
,,,,,
Point_3,2025-04-03,77.29447003354680,28.573594156669500,0.04051172707889120,5.29073460735901000
Point_3,2025-04-08,77.29447003354680,28.573594156669500,0.03539823008849560,4.96556134374110000
Point_3,2025-04-13,77.29447003354680,28.573594156669500,0.060498220640569300,6.737531707760940000
Point_3,2025-04-18,77.29447003354680,28.573594156669500,0.15022222222222200,17.35214090276640000
Point_3,2025-04-20,77.29447003354680,28.573594156669500,0.31250000000000000,60.25165900878910000
Point_3,2025-04-23,77.29447003354680,28.573594156669500,0.23935389133627000,36.44561673285480000
Point_3,2025-04-28,77.29447003354680,28.573594156669500,0.09069767441860470,9.50448247188676000
Point_3,2025-05-10,77.29447003354680,28.573594156669500,0.05177514792899400,6.07068924155657000
Point_3,2025-05-13,77.29447003354680,28.573594156669500,0.08540372670807460,8.96540113960508000
Point_3,2025-05-18,77.29447003354680,28.573594156669500,0.22174288179465100,31.87731836609310000
Point_3,2025-05-23,77.29447003354680,28.573594156669500,0.025578562728380100,4.389481646840340000
Point_3,2025-06-02,77.29447003354680,28.573594156669500,0.07223476297968390,7.72574564966166000
Point_3,2025-06-07,77.29447003354680,28.573594156669500,0.10447761194029800,11.02225608269630000
Point_3,2025-06-12,77.29447003354680,28.573594156669500,0.049401976079043100,5.898894061023190000
,,,,,
Point_4,2025-04-03,77.29873212861520,28.562785120125000,0.1434659090909090,16.2840769649334000
Point_4,2025-04-08,77.29873212861520,28.562785120125000,0.0128388017118403,3.7321728574315000
Point_4,2025-04-13,77.29873212861520,28.562785120125000,0.048211508553654700,5.814235056517520000
Point_4,2025-04-18,77.29873212861520,28.562785120125000,0.1373976342129210,15.3656392316277000
Point_4,2025-04-20,77.29873212861520,28.562785120125000,0.26463104325699700,43.76084822426690000
Point_4,2025-04-23,77.29873212861520,28.562785120125000,0.20478325859491800,27.86733650312420000
Point_4,2025-04-28,77.29873212861520,28.562785120125000,0.03736542115262830,5.08857273676692000
Point_4,2025-05-10,77.29873212861520,28.562785120125000,0.012503189589181000,3.716172846137510000
Point_4,2025-05-13,77.29873212861520,28.562785120125000,0.08186687069625090,8.61843981892503000
Point_4,2025-05-18,77.29873212861520,28.562785120125000,0.3081761006289310,58.6125781801483000
Point_4,2025-05-23,77.29873212861520,28.562785120125000,0.11253561253561300,11.98932415374580000
Point_4,2025-06-02,77.29873212861520,28.562785120125000,0.055254604550379200,6.329948043748130000
Point_4,2025-06-07,77.29873212861520,28.562785120125000,0.136,15.159
Point_4,2025-06-12,77.29873212861520,28.562785120125000,0.08965517241379320,9.39643177347166000
,,,,,
Point_5,2025-04-03,77.30569666066480,28.563478960277800,0.13908872901678700,15.61775014834920000
Point_5,2025-04-08,77.30569666066480,28.563478960277800,0.03695652173913040,5.06279038339463000
Point_5,2025-04-13,77.30569666066480,28.563478960277800,0.04863221884498480,5.84403808779289000
Point_5,2025-04-18,77.30569666066480,28.563478960277800,0.10008554319931600,10.52016637630770000
Point_5,2025-04-20,77.30569666066480,28.563478960277800,0.11069767441860500,11.76344479239860000
Point_5,2025-04-23,77.30569666066480,28.563478960277800,0.15167785234899300,17.58862941825370000
Point_5,2025-04-28,77.30569666066480,28.563478960277800,0.030864197530864200,4.691800907556060000
